Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
9/17/2022,100,Ozone,29 Palms,06-065-0500,AQS,3,100,42,62,19
9/18/2022,58,Ozone,29 Palms,06-065-0500,AQS,3,58,29,54,8
9/19/2022,61,Ozone,Palm Springs,06-065-5001,AQS,3,61,30,46,21
9/20/2022,48,Ozone,Palm Springs,06-065-5001,AQS,3,48,32,41,22
9/21/2022,51,Ozone,Banning Airport,06-065-0012,AQS,3,51,33,36,20
9/22/2022,97,Ozone,Rubidoux,06-065-8001,AQS,7,97,60,53,32
9/23/2022,61,PM10,Mira Loma (Van Buren),06-065-8005,AQS,8,58,61,57,49
9/24/2022,105,Ozone,Rubidoux,06-065-8001,AQS,6,105,52,57,28
9/25/2022,93,Ozone,Rubidoux,06-065-8001,AQS,8,93,51,57,31
9/26/2022,129,Ozone,Rubidoux,06-065-8001,AQS,6,129,64,61,37
9/27/2022,115,Ozone,Rubidoux,06-065-8001,AQS,8,115,63,63,47
9/28/2022,166,Ozone,Rubidoux,06-065-8001,AQS,10,166,61,66,51
9/29/2022,112,Ozone,Rubidoux,06-065-8001,AQS,6,112,59,70,43
9/30/2022,68,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,67,46,68,21
10/1/2022,67,Ozone,Palm Springs,06-065-5001,AQS,2,67,36,55,18
10/2/2022,87,Ozone,Rubidoux,06-065-8001,AQS,2,87,34,63,13
10/3/2022,112,Ozone,Lake Elsinore,06-065-9001,AQS,3,112,51,63,26
10/4/2022,115,Ozone,Rubidoux,06-065-8001,AQS,6,115,56,66,35
10/5/2022,133,Ozone,Rubidoux,06-065-8001,AQS,5,133,58,67,30
10/6/2022,406,PM10,29 Palms,06-065-0500,AQS,3,112,406,121,27
10/7/2022,309,PM10,Palm Springs,06-065-5001,AQS,6,119,309,114,30
10/8/2022,136,Ozone,Rubidoux,06-065-8001,AQS,5,136,61,74,21
10/9/2022,101,Ozone,Rubidoux,06-065-8001,AQS,5,101,53,64,23
10/10/2022,87,Ozone,Rubidoux,06-065-8001,AQS,3,87,51,63,25
10/11/2022,73,PM2.5,Rubidoux,06-065-8001,AQS,3,61,44,73,18
10/12/2022,74,Ozone,Lake Elsinore,06-065-9001,AQS,8,74,44,70,22
10/13/2022,91,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,3,84,50,91,22
10/14/2022,90,PM2.5,Rubidoux,06-065-8001,AQS,5,61,57,90,14
10/15/2022,57,PM10,29 Palms,06-065-0500,AQS,5,38,57,54,8
10/16/2022,62,PM2.5,Banning Airport,06-065-0012,AQS,6,46,20,62,25
10/17/2022,68,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,58,34,68,33
10/18/2022,60,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,46,35,60,44
10/19/2022,51,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,45,35,51,42
10/20/2022,51,Ozone,Pechanga,06-065-0009,AQS,7,51,37,47,37
10/21/2022,93,Ozone,Palm Springs,06-065-5001,AQS,8,93,42,57,38
10/22/2022,93,PM10,29 Palms,06-065-0500,AQS,2,49,93,67,9
10/23/2022,46,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,2,44,29,46,20
10/24/2022,48,PM10,Mira Loma (Van Buren),06-065-8005,AQS,3,43,48,32,34
10/25/2022,51,PM2.5,Banning Airport,06-065-0012,AQS,7,49,51,51,39
10/26/2022,58,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,58,48,58,37
10/27/2022,60,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,58,53,60,39
10/28/2022,58,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,49,53,58,36
10/29/2022,70,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,61,55,70,36
10/30/2022,66,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,64,44,66,39
10/31/2022,67,Ozone,Pechanga,06-065-0009,AQS,9,67,58,59,41
11/1/2022,64,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,64,55,64,34
11/2/2022,48,PM2.5,Banning Airport,06-065-0012,AQS,3,41,31,48,25
11/3/2022,44,PM2.5,Banning Airport,06-065-0012,AQS,3,40,28,44,25
11/4/2022,53,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,41,40,53,32
11/5/2022,67,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,44,51,67,30
11/6/2022,67,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,48,38,67,26
11/7/2022,47,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,3,39,44,47,16
11/8/2022,73,PM10,29 Palms,06-065-0500,AQS,3,37,73,40,23
11/9/2022,49,PM2.5,Banning Airport,06-065-0012,AQS,5,39,42,49,21
11/10/2022,52,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,38,27,52,32
11/11/2022,40,Ozone,Temecula,06-065-0016,AQS,6,40,21,39,30
11/12/2022,73,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,44,34,73,31
11/13/2022,71,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,44,31,71,29
11/14/2022,55,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,41,31,55,34
11/15/2022,49,PM10,Mira Loma (Van Buren),06-065-8005,AQS,8,42,49,39,30
11/16/2022,96,PM10,Mira Loma (Van Buren),06-065-8005,AQS,2,44,96,55,26
11/17/2022,41,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,6,41,28,33,39
11/18/2022,51,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,42,47,51,37
11/19/2022,56,PM10,Mira Loma (Van Buren),06-065-8005,AQS,2,43,56,42,18
11/20/2022,44,Ozone,Banning Airport,06-065-0012,AQS,5,44,26,38,37
11/21/2022,51,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,44,43,51,40
11/22/2022,63,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,43,51,63,38
11/23/2022,65,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,42,53,65,40
11/24/2022,61,PM10,Mira Loma (Van Buren),06-065-8005,AQS,6,42,61,58,34
11/25/2022,54,PM2.5,Rubidoux,06-065-8001,AQS,9,42,34,54,37
11/26/2022,69,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,45,53,69,34
11/27/2022,72,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,13,49,47,72,35
11/28/2022,107,PM10,29 Palms,06-065-0500,AQS,7,44,107,71,32
11/29/2022,119,PM10,29 Palms,06-065-0500,AQS,5,43,119,74,40
11/30/2022,63,PM2.5,Rubidoux,06-065-8001,AQS,9,43,58,63,29
12/1/2022,61,PM2.5,29 Palms,06-065-0500,AQS,5,43,55,61,20
12/2/2022,58,PM2.5,29 Palms,06-065-0500,AQS,8,36,58,58,31
12/3/2022,64,PM2.5,Rubidoux,06-065-8001,AQS,11,39,31,64,27
12/4/2022,69,PM2.5,Rubidoux,06-065-8001,AQS,13,36,28,69,26
12/5/2022,58,PM2.5,29 Palms,06-065-0500,AQS,5,39,39,58,22
12/6/2022,52,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,38,25,52,26
12/7/2022,57,PM2.5,Banning Airport,06-065-0012,AQS,8,39,21,57,29
12/8/2022,65,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,41,33,65,37
12/9/2022,69,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,42,40,69,30
12/10/2022,69,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,43,34,69,27
12/11/2022,58,PM2.5,29 Palms,06-065-0500,AQS,5,36,35,58,21
12/12/2022,49,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,34,18,49,25
12/13/2022,61,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,34,22,61,28
12/14/2022,69,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,34,35,69,31
12/15/2022,69,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,35,36,69,33
12/16/2022,44,PM2.5,29 Palms,06-065-0500,AQS,6,37,31,44,35
12/17/2022,54,PM2.5,29 Palms,06-065-0500,AQS,6,38,30,54,33
12/18/2022,76,PM2.5,29 Palms,06-065-0500,AQS,9,41,39,76,35
12/19/2022,83,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,40,48,83,41
12/20/2022,78,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,41,49,78,40
12/21/2022,71,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,37,50,71,40
12/22/2022,75,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,13,35,51,75,36
12/23/2022,92,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,14,36,56,92,38
12/24/2022,87,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,14,38,47,87,32
12/25/2022,74,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,40,39,74,31
12/26/2022,66,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,11,37,51,66,38
12/27/2022,66,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,13,39,43,66,33
12/28/2022,60,PM2.5,Rubidoux,06-065-8001,AQS,3,39,19,60,24
12/29/2022,53,PM2.5,Banning Airport,06-065-0012,AQS,5,36,19,53,18
12/30/2022,59,PM2.5,Rubidoux,06-065-8001,AQS,5,31,22,59,25
12/31/2022,63,PM2.5,29 Palms,06-065-0500,AQS,6,26,19,63,17
1/1/2023,43,PM2.5,Pechanga,06-065-0009,AQS,5,38,16,43,21
1/2/2023,57,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,38,19,57,18
1/3/2023,52,PM2.5,Rubidoux,06-065-8001,AQS,3,39,11,52,23
1/4/2023,51,PM2.5,Banning Airport,06-065-0012,AQS,6,34,19,51,29
1/5/2023,43,PM2.5,Banning Airport,06-065-0012,AQS,5,37,19,43,22
1/6/2023,52,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,39,19,52,31
1/7/2023,71,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,38,36,71,29
1/8/2023,74,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,38,35,74,26
1/9/2023,55,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,38,25,55,26
1/10/2023,49,PM2.5,Rubidoux,06-065-8001,AQS,5,39,44,49,24
1/11/2023,57,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,38,29,57,30
1/12/2023,46,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,38,30,46,29
1/13/2023,61,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,38,45,61,31
1/14/2023,65,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,14,38,26,65,26
1/15/2023,41,PM2.5,Temecula,06-065-0016,AQS,3,40,11,41,12
1/16/2023,39,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,39,17,29,15
1/17/2023,38,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,6,38,19,33,27
1/18/2023,57,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,36,29,57,28
1/19/2023,59,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,38,29,59,28
1/20/2023,43,PM2.5,Banning Airport,06-065-0012,AQS,6,36,18,43,30
1/21/2023,56,PM2.5,Rubidoux,06-065-8001,AQS,6,38,25,56,27
1/22/2023,61,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,41,56,61,25
1/23/2023,99,PM10,Palm Springs,06-065-5001,AQS,2,39,99,62,31
1/24/2023,41,NO2,Mira Loma (Van Buren),06-065-8005,AQS,6,40,31,37,41
1/25/2023,41,Ozone,Banning Airport,06-065-0012,AQS,8,41,31,37,39
1/26/2023,81,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,2,41,36,81,32
1/27/2023,54,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,41,41,54,34
1/28/2023,67,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,44,38,67,28
1/29/2023,54,PM2.5,Banning Airport,06-065-0012,AQS,5,42,25,54,16
1/30/2023,39,Ozone,Banning Airport,06-065-0012,AQS,3,39,11,26,24
1/31/2023,59,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,2,42,34,59,8
2/1/2023,44,Ozone,Banning Airport,06-065-0012,AQS,6,44,26,32,38
2/2/2023,55,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,42,48,55,36
2/3/2023,61,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,42,46,61,37
2/4/2023,81,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,44,51,81,32
2/5/2023,76,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,10,44,53,76,29
2/6/2023,41,PM2.5,Temecula,06-065-0016,AQS,5,40,38,41,26
2/7/2023,40,Ozone,Temecula,06-065-0016,AQS,3,40,27,28,39
2/8/2023,52,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,43,44,52,37
2/9/2023,51,PM2.5,29 Palms,06-065-0500,AQS,8,44,49,51,38
2/10/2023,44,Ozone,Banning Airport,06-065-0012,AQS,5,44,34,35,36
2/11/2023,53,PM2.5,Rubidoux,06-065-8001,AQS,7,47,34,53,35
2/12/2023,55,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,44,25,55,20
2/13/2023,48,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,3,45,24,48,20
2/14/2023,71,PM10,Mecca (Saul Martinez),06-065-2005,AQS,3,43,71,56,25
2/15/2023,40,Ozone,Temecula,06-065-0016,AQS,5,40,21,29,31
2/16/2023,44,Ozone,Temecula,06-065-0016,AQS,7,44,24,32,36
2/17/2023,44,Ozone,Temecula,06-065-0016,AQS,5,44,28,33,32
2/18/2023,56,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,48,38,56,41
2/19/2023,65,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,48,41,65,31
2/20/2023,62,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,45,49,62,37
2/21/2023,147,PM10,29 Palms,06-065-0500,AQS,9,48,147,72,36
2/22/2023,130,PM10,29 Palms,06-065-0500,AQS,2,42,130,64,10
2/23/2023,39,Ozone,Temecula,06-065-0016,AQS,3,39,10,32,19
2/24/2023,42,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,3,42,23,32,19
2/25/2023,44,Ozone,Temecula,06-065-0016,AQS,2,44,12,25,9
2/26/2023,44,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,44,12,44,25
2/27/2023,57,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,43,19,57,27
2/28/2023,41,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,3,41,18,30,18
3/1/2023,44,Ozone,Temecula,06-065-0016,AQS,3,44,18,37,23
3/2/2023,51,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,43,21,51,29
3/3/2023,63,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,8,50,34,63,30
3/4/2023,65,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,9,54,58,65,33
3/5/2023,65,PM10,29 Palms,06-065-0500,AQS,3,47,65,55,12
3/6/2023,48,Ozone,Palm Springs,06-065-5001,AQS,2,48,44,38,10
3/7/2023,54,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,5,54,33,46,22
3/8/2023,54,PM2.5,Banning Airport,06-065-0012,AQS,7,50,37,54,25
3/9/2023,62,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,58,36,62,25
3/10/2023,52,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,5,44,31,52,21
3/11/2023,75,PM10,29 Palms,06-065-0500,AQS,3,39,75,51,14
3/12/2023,43,Ozone,29 Palms,06-065-0500,AQS,2,43,30,37,8
3/13/2023,58,PM2.5,Rubidoux,06-065-8001,AQS,2,42,39,58,24
3/14/2023,60,PM2.5,Rubidoux,06-065-8001,AQS,5,34,24,60,21
3/15/2023,35,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,35,27,22,16
3/16/2023,41,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,2,41,18,41,23
3/17/2023,69,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,6,47,41,69,33
3/18/2023,51,Ozone,Mira Loma (Van Buren),06-065-8005,AQS,6,51,23,43,29
3/19/2023,53,PM2.5,Mira Loma (Van Buren),06-065-8005,AQS,7,49,19,53,26
3/20/2023,43,Ozone,Palm Springs,06-065-5001,AQS,2,43,17,31,22
3/21/2023,47,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,47,20,31,12
3/22/2023,48,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,48,7,31,17
3/23/2023,45,Ozone,29 Palms,06-065-0500,AQS,3,45,21,44,21
3/24/2023,49,Ozone,Palm Springs,06-065-5001,AQS,3,49,43,46,22
3/25/2023,53,PM2.5,Banning Airport,06-065-0012,AQS,6,51,25,53,28
3/26/2023,64,Ozone,Palm Springs,06-065-5001,AQS,6,64,27,57,24
3/27/2023,48,Ozone,Temecula,06-065-0016,AQS,3,48,24,38,33
3/28/2023,67,Ozone,Palm Springs,06-065-5001,AQS,6,67,33,45,41
3/29/2023,78,PM10,29 Palms,06-065-0500,AQS,2,51,78,53,12
3/30/2023,46,Ozone,Palm Springs,06-065-5001,AQS,3,46,12,24,18
3/31/2023,58,Ozone,Palm Springs,06-065-5001,AQS,5,58,22,53,26
4/1/2023,80,Ozone,Palm Springs,06-065-5001,AQS,7,80,30,60,36
4/2/2023,74,Ozone,29 Palms,06-065-0500,AQS,7,74,62,54,20
4/3/2023,379,PM10,29 Palms,06-065-0500,AQS,2,48,379,109,15
4/4/2023,47,Ozone,Palm Springs,06-065-5001,AQS,5,47,20,37,30
4/5/2023,61,Ozone,Palm Springs,06-065-5001,AQS,5,61,29,49,40
4/6/2023,58,Ozone,Pechanga,06-065-0009,AQS,6,58,38,52,37
4/7/2023,93,Ozone,Palm Springs,06-065-5001,AQS,6,93,44,55,38
4/8/2023,61,Ozone,Palm Springs,06-065-5001,AQS,6,61,36,58,27
4/9/2023,90,Ozone,Rubidoux,06-065-8001,AQS,5,90,37,64,25
4/10/2023,108,Ozone,Rubidoux,06-065-8001,AQS,8,108,52,68,30
4/11/2023,93,Ozone,Rubidoux,06-065-8001,AQS,5,93,43,69,20
4/12/2023,75,PM2.5,Rubidoux,06-065-8001,AQS,3,64,53,75,13
4/13/2023,660,PM10,29 Palms,06-065-0500,AQS,2,48,660,155,8
4/14/2023,64,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,64,59,57,12
4/15/2023,90,Ozone,Banning Airport,06-065-0012,AQS,5,90,46,65,23
4/16/2023,112,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,5,112,44,65,18
4/17/2023,101,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,3,101,88,75,16
4/18/2023,507,PM10,29 Palms,06-065-0500,AQS,2,74,507,155,8
4/19/2023,87,Ozone,Palm Springs,06-065-5001,AQS,3,87,78,71,33
4/20/2023,93,Ozone,Lake Elsinore,06-065-9001,AQS,6,93,54,59,42
4/21/2023,115,Ozone,Mira Loma (Van Buren),06-065-8005,AQS,7,115,56,60,40
4/22/2023,140,Ozone,Temecula,06-065-0016,AQS,7,140,56,65,42
4/23/2023,100,Ozone,Banning Airport,06-065-0012,AQS,6,100,55,63,27
4/24/2023,90,Ozone,29 Palms,06-065-0500,AQS,2,90,59,67,15
4/25/2023,101,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,101,50,67,12
4/26/2023,97,Ozone,Rubidoux,06-065-8001,AQS,5,97,58,65,34
4/27/2023,133,Ozone,Banning Airport,06-065-0012,AQS,6,133,55,66,30
4/28/2023,172,Ozone,Banning Airport,06-065-0012,AQS,5,172,55,68,21
4/29/2023,151,Ozone,Rubidoux,06-065-8001,AQS,5,151,52,70,18
4/30/2023,100,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,100,47,71,13
5/1/2023,167,PM10,29 Palms,06-065-0500,AQS,2,64,167,87,8
5/2/2023,54,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,54,41,35,9
5/3/2023,49,Ozone,29 Palms,06-065-0500,AQS,2,49,37,33,17
5/4/2023,44,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,44,20,30,13
5/5/2023,51,PM10,29 Palms,06-065-0500,AQS,2,44,51,33,14
5/6/2023,58,PM10,29 Palms,06-065-0500,AQS,5,51,58,46,18
5/7/2023,49,Ozone,Blythe-445 W Murphy Street,06-065-9003,AQS,3,49,35,40,13
5/8/2023,58,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,3,58,57,53,18
5/9/2023,115,PM10,29 Palms,06-065-0500,AQS,3,80,115,71,16
5/10/2023,152,PM10,29 Palms,06-065-0500,AQS,2,58,152,82,7
5/11/2023,87,Ozone,Palm Springs,06-065-5001,AQS,2,87,51,56,10
5/12/2023,133,Ozone,Banning Airport,06-065-0012,AQS,3,133,50,70,23
5/13/2023,126,Ozone,Rubidoux,06-065-8001,AQS,3,126,54,66,27
5/14/2023,100,Ozone,Banning Airport,06-065-0012,AQS,3,100,45,67,25
5/15/2023,84,Ozone,Palm Springs,06-065-5001,AQS,3,84,53,69,28
5/16/2023,185,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,185,54,73,25
5/17/2023,159,Ozone,Banning Airport,06-065-0012,AQS,3,159,49,63,34
5/18/2023,140,Ozone,Banning Airport,06-065-0012,AQS,3,140,50,66,46
5/19/2023,87,Ozone,Banning Airport,06-065-0012,AQS,3,87,53,72,29
5/20/2023,93,Ozone,Rubidoux,06-065-8001,AQS,3,93,51,68,10
5/21/2023,93,Ozone,Banning Airport,06-065-0012,AQS,3,93,38,63,12
5/22/2023,122,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,122,42,64,14
5/23/2023,80,Ozone,Palm Springs,06-065-5001,AQS,2,80,47,58,10
5/24/2023,74,Ozone,29 Palms,06-065-0500,AQS,2,74,52,54,9
5/25/2023,67,PM10,29 Palms,06-065-0500,AQS,2,61,67,54,8
5/26/2023,106,PM10,29 Palms,06-065-0500,AQS,3,80,106,67,9
5/27/2023,90,Ozone,29 Palms,06-065-0500,AQS,3,90,60,60,8
5/28/2023,80,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,80,55,61,7
5/29/2023,77,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,77,44,57,4
5/30/2023,230,PM10,29 Palms,06-065-0500,AQS,2,64,230,95,8
5/31/2023,125,PM10,29 Palms,06-065-0500,AQS,2,50,125,71,7
6/1/2023,64,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,64,49,52,11
6/2/2023,87,Ozone,Palm Springs,06-065-5001,AQS,2,87,41,58,10
6/3/2023,136,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,3,136,46,68,23
6/4/2023,115,Ozone,Morongo Air Monitoring Station,06-065-1016,AQS,2,115,46,67,8
6/5/2023,90,Ozone,Joshua Tree NP - Cottonwood Visitor Center,06-065-0010,AQS,2,90,85,70,8
